   1.9755139915    0.8430373511    1.8186533479
   0.9255139915    0.8430373511    1.8186533479
   3.5505139915   -0.0662893229    0.0000000000
   1.7036410200   -2.1509779585    0.0000000000
   2.6434499596   -1.7945554413    0.0000000000
   3.3099716453   -1.0422079842    0.0000000000
   1.9755139915    0.8430373511   -1.8186533479
   0.9255139915    0.8430373511   -1.8186533479
   2.0326669407   -2.2021610211   -0.3558529133
   2.9791828526   -1.6556898046   -0.3558529133
   3.3529911802   -0.6286598654   -1.3941500144
   2.9791828526    0.3983700739   -1.3941500144
   0.9563287591   -2.0123735593   -1.3941500144
   2.0326669407   -2.2021610211   -1.3941500144
   2.9791828526   -1.6556898046   -1.3941500144
   2.7426954567   -0.6286598654   -2.2341500144
   2.0603640946    0.3104886852   -2.2341500144
   0.9563287591   -0.0482341406   -2.2341500144
   0.9563287591   -1.2090855901   -2.2341500144
   2.0603640946   -1.5678084159   -2.2341500144
   1.7552162328   -0.6286598654   -2.5550014639
   1.7552162328   -0.6286598654    2.5550014639
   2.7426954567   -0.6286598654    2.2341500144
   2.0603640946    0.3104886852    2.2341500144
   0.9563287591   -0.0482341406    2.2341500144
   0.9563287591   -1.2090855901    2.2341500144
   2.0603640946   -1.5678084159    2.2341500144
   3.3529911802   -0.6286598654    1.3941500144
   2.9791828526    0.3983700739    1.3941500144
   0.9563287591   -2.0123735593    1.3941500144
   2.0326669407   -2.2021610211    1.3941500144
   2.9791828526   -1.6556898046    1.3941500144
   2.0326669407   -2.2021610211    0.3558529133
   2.9791828526   -1.6556898046    0.3558529133
   2.9092117674    0.9048589714    1.3591485505
   2.2268804053    1.8440075219    1.3591485505
   3.5195074909    0.9048589714    0.5191485505
   3.1456991633    1.9318889106    0.5191485505
   2.1991832515    2.4783601271    0.5191485505
   1.1228450699    2.2885726653    0.5191485505
   3.5195074909    0.9048589714   -0.5191485505
   3.1456991633    1.9318889106   -0.5191485505
   2.1991832515    2.4783601271   -0.5191485505
   1.1228450699    2.2885726653   -0.5191485505
   2.9092117674    0.9048589714   -1.3591485505
   2.2268804053    1.8440075219   -1.3591485505
  -0.0423311251    0.0984937778    2.1000000000
   0.4826688749    1.0078204518    1.8186533479
  -1.0923311251    0.0984937778    1.8186533479
   0.4826688749    1.0078204518   -1.8186533479
  -1.0923311251    0.0984937778   -1.8186533479
  -0.0423311251    0.0984937778   -2.1000000000
  -0.6706480779   -1.0762091573    1.9600000000
  -1.6506480779   -1.0762091573    1.6974097914
  -1.1606480779   -1.9249140530    1.6974097914
  -0.1806480779   -1.9249140530    1.6974097914
  -1.1951765498   -2.6905418003    0.9800000000
  -0.1461196059   -2.6905418003    0.9800000000
   0.7025852898   -2.0739215998    0.9800000000
  -1.6506480779   -2.7736189487    0.0000000000
  -0.6706480779   -3.0362091573    0.0000000000
   0.3093519221   -2.7736189487    0.0000000000
  -1.1951765498   -2.6905418003   -0.9800000000
  -0.1461196059   -2.6905418003   -0.9800000000
   0.7025852898   -2.0739215998   -0.9800000000
  -1.6506480779   -1.0762091573   -1.6974097914
  -1.1606480779   -1.9249140530   -1.6974097914
  -0.1806480779   -1.9249140530   -1.6974097914
  -0.6706480779   -1.0762091573   -1.9600000000
  -2.4072599757   -0.3297402919    1.3591485505
  -2.4072599757   -1.4905917413    1.3591485505
  -2.4072599757    0.4735476774    0.5191485505
  -3.1097898297   -0.3636948001    0.5191485505
  -3.1097898297   -1.4566372331    0.5191485505
  -2.4072599757   -2.2938797106    0.5191485505
  -2.4072599757    0.4735476774   -0.5191485505
  -3.1097898297   -0.3636948001   -0.5191485505
  -3.1097898297   -1.4566372331   -0.5191485505
  -2.4072599757   -2.2938797106   -0.5191485505
  -2.4072599757   -0.3297402919   -1.3591485505
  -2.4072599757   -1.4905917413   -1.3591485505
  -0.6267585477    1.1316051024    1.9600000000
  -0.1367585477    1.9803099981    1.6974097914
  -1.1167585477    1.9803099981    1.6974097914
  -1.6067585477    1.1316051024    1.6974097914
   0.7464748200    2.1293175449    0.9800000000
  -0.1022300757    2.7459377453    0.9800000000
  -1.1512870196    2.7459377453    0.9800000000
  -1.9999919154    2.1293175449    0.9800000000
  -2.3241683391    1.1316051024    0.9800000000
   0.3532414523    2.8290148938    0.0000000000
  -0.6267585477    3.0916051024    0.0000000000
  -1.6067585477    2.8290148938    0.0000000000
  -2.3241683391    2.1116051024    0.0000000000
  -2.5867585477    1.1316051024    0.0000000000
   0.7464748200    2.1293175449   -0.9800000000
  -0.1022300757    2.7459377453   -0.9800000000
  -1.1512870196    2.7459377453   -0.9800000000
  -1.9999919154    2.1293175449   -0.9800000000
  -2.3241683391    1.1316051024   -0.9800000000
  -0.1367585477    1.9803099981   -1.6974097914
  -1.1167585477    1.9803099981   -1.6974097914
  -1.6067585477    1.1316051024   -1.6974097914
  -0.6267585477    1.1316051024   -1.9600000000
   1.9711744784    0.8355210940    2.1623252830
   0.9298535045    0.8355210940    2.1623252830
   3.7903409807   -0.0662893229    0.5340502415
   3.7903409807   -0.0662893229   -0.5340502415
   1.9711744784    0.8355210940   -2.1623252830
   0.9298535045    0.8355210940   -2.1623252830
   3.6752162328   -0.6286598654   -0.8750014639
   1.7552162328   -2.5486598654   -0.8750014639
   2.7152162328   -2.2914286406   -0.8750014639
   3.4179850081   -1.5886598654   -0.8750014639
   3.4179850081   -0.6286598654   -1.8350014639
   3.1004244297    0.3486910987   -1.8350014639
   1.2413924235   -2.2100469442   -1.8350014639
   2.2690400421   -2.2100469442   -1.8350014639
   3.1004244297   -1.6060108294   -1.8350014639
   2.7152162328   -0.6286598654   -2.5377702391
   2.2352162328    0.2027245223   -2.5377702391
   1.2752162328    0.2027245223   -2.5377702391
   0.7952162328   -0.6286598654   -2.5377702391
   1.2752162328   -1.4600442530   -2.5377702391
   2.2352162328   -1.4600442530   -2.5377702391
   1.7552162328   -0.6286598654   -2.7950014639
   1.7552162328   -0.6286598654    2.7950014639
   2.7152162328   -0.6286598654    2.5377702391
   2.2352162328    0.2027245223    2.5377702391
   1.2752162328    0.2027245223    2.5377702391
   0.7952162328   -0.6286598654    2.5377702391
   1.2752162328   -1.4600442530    2.5377702391
   2.2352162328   -1.4600442530    2.5377702391
   3.4179850081   -0.6286598654    1.8350014639
   3.1004244297    0.3486910987    1.8350014639
   1.2413924235   -2.2100469442    1.8350014639
   2.2690400421   -2.2100469442    1.8350014639
   3.1004244297   -1.6060108294    1.8350014639
   3.6752162328   -0.6286598654    0.8750014639
   1.7552162328   -2.5486598654    0.8750014639
   2.7152162328   -2.2914286406    0.8750014639
   3.4179850081   -1.5886598654    0.8750014639
   2.4017325435    1.7362433590    1.6627687753
   1.4417325435    1.7362433590    1.6627687753
   3.5845013188    0.9048589714    0.9600000000
   3.2669407404    1.8822099355    0.9600000000
   2.4355563528    2.4862460502    0.9600000000
   1.4079087343    2.4862460502    0.9600000000
   3.8417325435    0.9048589714    0.0000000000
   3.5845013188    1.8648589714    0.0000000000
   2.8817325435    2.5676277467    0.0000000000
   1.9217325435    2.8248589714    0.0000000000
   3.5845013188    0.9048589714   -0.9600000000
   3.2669407404    1.8822099355   -0.9600000000
   2.4355563528    2.4862460502   -0.9600000000
   1.4079087343    2.4862460502   -0.9600000000
